pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.9.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	0.9	21_cbl	none	31	na	index	8.87	0.23	8.63	99%	122844	0	128552	8.884047
spneumo_pangenome_k32.r_1.0.S_none.k_15.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	15	na	index	4.44	0.13	4.31	99%	87968	0	54168	4.454781
spneumo_pangenome_k32.r_1.0.S_none.k_17.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	17	na	index	4.85	0.19	4.65	99%	88396	0	56848	4.861245
spneumo_pangenome_k32.r_1.0.S_none.k_19.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	19	na	index	4.16	0.21	3.94	99%	91708	0	73040	4.174884
spneumo_pangenome_k32.r_1.0.S_none.k_21.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	21	na	index	3.58	0.14	3.43	99%	90920	0	74856	3.590584
spneumo_pangenome_k32.r_1.0.S_none.k_23.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	23	na	index	3.71	0.19	3.51	99%	103728	0	93304	3.715557
spneumo_pangenome_k32.r_1.0.S_none.k_31.d_na.t_index	spneumo_pangenome_k32	1.0	21_cbl	none	31	na	index	3.13	0.20	2.92	99%	131272	0	141904	3.140575
spneumoniae.r_0.01.S_none.k_15.d_na.t_index	spneumoniae	0.01	21_cbl	none	15	na	index	0.02	0.01	0.01	96%	14880	0	400	0.032528
spneumoniae.r_0.01.S_none.k_17.d_na.t_index	spneumoniae	0.01	21_cbl	none	17	na	index	0.02	0.00	0.02	100%	14880	0	400	0.035346
spneumoniae.r_0.01.S_none.k_19.d_na.t_index	spneumoniae	0.01	21_cbl	none	19	na	index	0.02	0.01	0.01	96%	14884	0	440	0.032391
spneumoniae.r_0.01.S_none.k_21.d_na.t_index	spneumoniae	0.01	21_cbl	none	21	na	index	0.02	0.00	0.02	96%	14884	0	440	0.035043
spneumoniae.r_0.01.S_none.k_23.d_na.t_index	spneumoniae	0.01	21_cbl	none	23	na	index	0.03	0.00	0.02	100%	14880	0	480	0.037392
spneumoniae.r_0.01.S_none.k_31.d_na.t_index	spneumoniae	0.01	21_cbl	none	31	na	index	0.03	0.01	0.01	100%	14756	0	552	0.039454
spneumoniae.r_0.1.S_none.k_15.d_na.t_index	spneumoniae	0.1	21_cbl	none	15	na	index	0.15	0.01	0.13	99%	24900	0	3536	0.154068
spneumoniae.r_0.1.S_none.k_17.d_na.t_index	spneumoniae	0.1	21_cbl	none	17	na	index	0.16	0.02	0.13	99%	24880	0	3520	0.167083
spneumoniae.r_0.1.S_none.k_19.d_na.t_index	spneumoniae	0.1	21_cbl	none	19	na	index	0.16	0.01	0.14	99%	24636	0	3864	0.171562
spneumoniae.r_0.1.S_none.k_21.d_na.t_index	spneumoniae	0.1	21_cbl	none	21	na	index	0.17	0.03	0.13	99%	24396	0	3776	0.177007
spneumoniae.r_0.1.S_none.k_23.d_na.t_index	spneumoniae	0.1	21_cbl	none	23	na	index	0.17	0.01	0.15	99%	24316	0	4144	0.18332
spneumoniae.r_0.1.S_none.k_31.d_na.t_index	spneumoniae	0.1	21_cbl	none	31	na	index	0.21	0.02	0.18	99%	23652	0	4728	0.220893
spneumoniae.r_0.2.S_none.k_15.d_na.t_index	spneumoniae	0.2	21_cbl	none	15	na	index	0.31	0.02	0.28	99%	31132	0	6448	0.318683
spneumoniae.r_0.2.S_none.k_17.d_na.t_index	spneumoniae	0.2	21_cbl	none	17	na	index	0.31	0.01	0.29	99%	30804	0	6376	0.319302
spneumoniae.r_0.2.S_none.k_19.d_na.t_index	spneumoniae	0.2	21_cbl	none	19	na	index	0.32	0.02	0.29	99%	30012	0	7032	0.3264
spneumoniae.r_0.2.S_none.k_21.d_na.t_index	spneumoniae	0.2	21_cbl	none	21	na	index	0.32	0.02	0.30	99%	28972	0	6808	0.326679
spneumoniae.r_0.2.S_none.k_23.d_na.t_index	spneumoniae	0.2	21_cbl	none	23	na	index	0.33	0.01	0.32	99%	28568	0	7520	0.34504
spneumoniae.r_0.2.S_none.k_31.d_na.t_index	spneumoniae	0.2	21_cbl	none	31	na	index	0.40	0.02	0.38	99%	26748	0	8624	0.410592
spneumoniae.r_0.3.S_none.k_15.d_na.t_index	spneumoniae	0.3	21_cbl	none	15	na	index	0.47	0.02	0.45	99%	36868	0	8960	0.483679
spneumoniae.r_0.3.S_none.k_17.d_na.t_index	spneumoniae	0.3	21_cbl	none	17	na	index	0.48	0.03	0.44	99%	36544	0	8848	0.486238
spneumoniae.r_0.3.S_none.k_19.d_na.t_index	spneumoniae	0.3	21_cbl	none	19	na	index	0.53	0.03	0.49	99%	35752	0	9808	0.536916
spneumoniae.r_0.3.S_none.k_21.d_na.t_index	spneumoniae	0.3	21_cbl	none	21	na	index	0.48	0.02	0.45	100%	34792	0	9448	0.492995
spneumoniae.r_0.3.S_none.k_23.d_na.t_index	spneumoniae	0.3	21_cbl	none	23	na	index	0.53	0.03	0.49	99%	34824	0	10528	0.534773
spneumoniae.r_0.3.S_none.k_31.d_na.t_index	spneumoniae	0.3	21_cbl	none	31	na	index	0.61	0.02	0.58	99%	30236	0	12208	0.621343
spneumoniae.r_0.4.S_none.k_15.d_na.t_index	spneumoniae	0.4	21_cbl	none	15	na	index	0.63	0.03	0.60	99%	41648	0	11224	0.642832
spneumoniae.r_0.4.S_none.k_17.d_na.t_index	spneumoniae	0.4	21_cbl	none	17	na	index	0.62	0.04	0.58	99%	41084	0	11056	0.635229
spneumoniae.r_0.4.S_none.k_19.d_na.t_index	spneumoniae	0.4	21_cbl	none	19	na	index	0.62	0.02	0.59	99%	40172	0	12336	0.632847
spneumoniae.r_0.4.S_none.k_21.d_na.t_index	spneumoniae	0.4	21_cbl	none	21	na	index	0.63	0.04	0.59	99%	36880	0	11864	0.636515
spneumoniae.r_0.4.S_none.k_23.d_na.t_index	spneumoniae	0.4	21_cbl	none	23	na	index	0.73	0.04	0.68	99%	36988	0	13320	0.742037
spneumoniae.r_0.4.S_none.k_31.d_na.t_index	spneumoniae	0.4	21_cbl	none	31	na	index	0.81	0.02	0.78	99%	33564	0	15648	0.816298
spneumoniae.r_0.5.S_none.k_15.d_na.t_index	spneumoniae	0.5	21_cbl	none	15	na	index	0.75	0.02	0.73	99%	45044	0	13296	0.756875
spneumoniae.r_0.5.S_none.k_17.d_na.t_index	spneumoniae	0.5	21_cbl	none	17	na	index	0.78	0.06	0.71	99%	43868	0	13080	0.790666
spneumoniae.r_0.5.S_none.k_19.d_na.t_index	spneumoniae	0.5	21_cbl	none	19	na	index	0.92	0.04	0.87	99%	42100	0	14696	0.924985
spneumoniae.r_0.5.S_none.k_21.d_na.t_index	spneumoniae	0.5	21_cbl	none	21	na	index	0.78	0.03	0.74	99%	40700	0	14128	0.790559
spneumoniae.r_0.5.S_none.k_23.d_na.t_index	spneumoniae	0.5	21_cbl	none	23	na	index	0.93	0.03	0.90	99%	41092	0	15976	0.945031
spneumoniae.r_0.5.S_none.k_31.d_na.t_index	spneumoniae	0.5	21_cbl	none	31	na	index	1.04	0.04	0.99	99%	38272	0	18992	1.045801
spneumoniae.r_0.6.S_none.k_15.d_na.t_index	spneumoniae	0.6	21_cbl	none	15	na	index	0.96	0.05	0.91	99%	49920	0	15224	0.974041
spneumoniae.r_0.6.S_none.k_17.d_na.t_index	spneumoniae	0.6	21_cbl	none	17	na	index	0.94	0.02	0.91	99%	46828	0	14984	0.952709
spneumoniae.r_0.6.S_none.k_19.d_na.t_index	spneumoniae	0.6	21_cbl	none	19	na	index	0.96	0.02	0.93	99%	44776	0	16936	0.96726
spneumoniae.r_0.6.S_none.k_21.d_na.t_index	spneumoniae	0.6	21_cbl	none	21	na	index	0.92	0.02	0.90	99%	42284	0	16304	0.933118
spneumoniae.r_0.6.S_none.k_23.d_na.t_index	spneumoniae	0.6	21_cbl	none	23	na	index	0.98	0.04	0.93	99%	42952	0	18544	0.988565
spneumoniae.r_0.6.S_none.k_31.d_na.t_index	spneumoniae	0.6	21_cbl	none	31	na	index	1.19	0.07	1.12	99%	40612	0	22272	1.199743
spneumoniae.r_0.7.S_none.k_15.d_na.t_index	spneumoniae	0.7	21_cbl	none	15	na	index	1.04	0.05	0.98	99%	51504	0	17048	1.053563
spneumoniae.r_0.7.S_none.k_17.d_na.t_index	spneumoniae	0.7	21_cbl	none	17	na	index	1.09	0.04	1.04	99%	50720	0	16784	1.10419
spneumoniae.r_0.7.S_none.k_19.d_na.t_index	spneumoniae	0.7	21_cbl	none	19	na	index	1.09	0.05	1.04	99%	47148	0	19096	1.10377
spneumoniae.r_0.7.S_none.k_21.d_na.t_index	spneumoniae	0.7	21_cbl	none	21	na	index	1.07	0.03	1.04	99%	44204	0	18400	1.078526
spneumoniae.r_0.7.S_none.k_23.d_na.t_index	spneumoniae	0.7	21_cbl	none	23	na	index	1.30	0.08	1.21	99%	44788	0	21040	1.308213
spneumoniae.r_0.7.S_none.k_31.d_na.t_index	spneumoniae	0.7	21_cbl	none	31	na	index	1.55	0.03	1.51	99%	42796	0	25512	1.556514
spneumoniae.r_0.8.S_none.k_15.d_na.t_index	spneumoniae	0.8	21_cbl	none	15	na	index	1.18	0.06	1.12	99%	54976	0	18792	1.194305
spneumoniae.r_0.8.S_none.k_17.d_na.t_index	spneumoniae	0.8	21_cbl	none	17	na	index	1.40	0.04	1.35	99%	52040	0	18504	1.407448
spneumoniae.r_0.8.S_none.k_19.d_na.t_index	spneumoniae	0.8	21_cbl	none	19	na	index	1.22	0.06	1.16	99%	50816	0	21184	1.233507
spneumoniae.r_0.8.S_none.k_21.d_na.t_index	spneumoniae	0.8	21_cbl	none	21	na	index	1.26	0.05	1.21	99%	46240	0	20440	1.269118
spneumoniae.r_0.8.S_none.k_23.d_na.t_index	spneumoniae	0.8	21_cbl	none	23	na	index	1.53	0.06	1.46	99%	47004	0	23480	1.537551
spneumoniae.r_0.8.S_none.k_31.d_na.t_index	spneumoniae	0.8	21_cbl	none	31	na	index	1.63	0.06	1.57	99%	44956	0	28712	1.645257
spneumoniae.r_0.9.S_none.k_15.d_na.t_index	spneumoniae	0.9	21_cbl	none	15	na	index	1.50	0.06	1.44	99%	56248	0	20472	1.510548
spneumoniae.r_0.9.S_none.k_17.d_na.t_index	spneumoniae	0.9	21_cbl	none	17	na	index	1.43	0.05	1.38	99%	55256	0	20168	1.438915
spneumoniae.r_0.9.S_none.k_19.d_na.t_index	spneumoniae	0.9	21_cbl	none	19	na	index	1.40	0.06	1.34	99%	52136	0	23224	1.410817
spneumoniae.r_0.9.S_none.k_21.d_na.t_index	spneumoniae	0.9	21_cbl	none	21	na	index	1.39	0.05	1.34	99%	48088	0	22424	1.405258
spneumoniae.r_0.9.S_none.k_23.d_na.t_index	spneumoniae	0.9	21_cbl	none	23	na	index	1.45	0.07	1.38	99%	49188	0	25880	1.458993
spneumoniae.r_0.9.S_none.k_31.d_na.t_index	spneumoniae	0.9	21_cbl	none	31	na	index	1.81	0.06	1.74	99%	49080	0	31888	1.817226
spneumoniae.r_1.0.S_none.k_15.d_na.t_index	spneumoniae	1.0	21_cbl	none	15	na	index	0.83	0.03	0.79	99%	61416	0	22096	0.838346
spneumoniae.r_1.0.S_none.k_17.d_na.t_index	spneumoniae	1.0	21_cbl	none	17	na	index	0.77	0.04	0.73	99%	60408	0	21776	0.783738
spneumoniae.r_1.0.S_none.k_19.d_na.t_index	spneumoniae	1.0	21_cbl	none	19	na	index	0.74	0.04	0.69	100%	57384	0	25216	0.747317
spneumoniae.r_1.0.S_none.k_21.d_na.t_index	spneumoniae	1.0	21_cbl	none	21	na	index	0.70	0.03	0.67	100%	55772	0	24384	0.714077
spneumoniae.r_1.0.S_none.k_23.d_na.t_index	spneumoniae	1.0	21_cbl	none	23	na	index	0.68	0.06	0.61	99%	55456	0	28256	0.684933
spneumoniae.r_1.0.S_none.k_31.d_na.t_index	spneumoniae	1.0	21_cbl	none	31	na	index	0.64	0.06	0.58	99%	55308	0	35040	0.647364
