pref	genome	rate	prog	S_alg	k	d	qType	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumo_pangenome_k32.r_0.8.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	19	na	index	16.22	0.24	15.84	99%	146084	16	308584	16.226474
spneumo_pangenome_k32.r_0.8.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	21	na	index	19.15	0.29	18.71	99%	153340	24	336512	19.1562
spneumo_pangenome_k32.r_0.8.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	23	na	index	21.73	0.35	21.24	99%	161288	24	366600	21.743894
spneumo_pangenome_k32.r_0.8.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.8	15_bwa	prophasm	31	na	index	35.88	0.44	35.23	99%	194056	32	494512	35.892204
spneumo_pangenome_k32.r_0.9.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	15	na	index	7.13	0.15	6.90	98%	178076	8	177600	7.139475
spneumo_pangenome_k32.r_0.9.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	17	na	index	9.79	0.26	9.43	99%	195672	24	190728	9.794662
spneumo_pangenome_k32.r_0.9.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	19	na	index	10.26	0.20	9.94	98%	207552	16	206616	10.265562
spneumo_pangenome_k32.r_0.9.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	21	na	index	12.52	0.29	12.11	99%	231200	320	222888	12.530649
spneumo_pangenome_k32.r_0.9.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	23	na	index	13.83	0.21	13.51	99%	116636	24	241832	13.835009
spneumo_pangenome_k32.r_0.9.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	0.9	15_bwa	prophasm	31	na	index	22.42	0.27	22.01	99%	130476	16	318880	22.426417
spneumo_pangenome_k32.r_1.0.S_prophasm.k_15.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	15	na	index	3.76	0.08	3.64	98%	116564	0	83128	3.773886
spneumo_pangenome_k32.r_1.0.S_prophasm.k_17.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	17	na	index	3.60	0.07	3.48	98%	111840	16	74944	3.60443
spneumo_pangenome_k32.r_1.0.S_prophasm.k_19.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	19	na	index	3.94	0.10	3.80	99%	116116	40	76272	3.948644
spneumo_pangenome_k32.r_1.0.S_prophasm.k_21.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	21	na	index	4.60	0.08	4.48	99%	120484	0	77920	4.614401
spneumo_pangenome_k32.r_1.0.S_prophasm.k_23.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	23	na	index	4.42	0.09	4.28	99%	128364	8	82760	4.426929
spneumo_pangenome_k32.r_1.0.S_prophasm.k_31.d_na.t_index	spneumo_pangenome_k32	1.0	15_bwa	prophasm	31	na	index	6.06	0.14	5.87	99%	152504	8	95760	6.072561
