genome	rate	I_alg	S_alg	k	d	kmer_count	num_queries	index_bytes	pref
sars-cov-2_pangenome_k32	0.01	sbwt	none	19	0	64491	1000000	1934880	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_0
sars-cov-2_pangenome_k32	0.01	sbwt	none	19	1	64491	1000000	1513264	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_1
sars-cov-2_pangenome_k32	0.01	bwa	prophasm	19	na	64491	1000000	3900980	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	global	21	na	72364	1000000	277507	fmsi.sars-cov-2_pangenome_k32.S_global.k_21.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	local	21	1	72364	1000000	486563	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_1
sars-cov-2_pangenome_k32	0.01	fmsi	local	21	2	72364	1000000	480539	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_2
sars-cov-2_pangenome_k32	0.01	fmsi	local	21	3	72364	1000000	473147	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_3
sars-cov-2_pangenome_k32	0.01	fmsi	local	21	4	72364	1000000	463659	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_4
sars-cov-2_pangenome_k32	0.01	fmsi	local	21	5	72364	1000000	453059	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_5
sars-cov-2_pangenome_k32	0.01	cbl	none	21	na	72364	1000000	688594	cbl.sars-cov-2_pangenome_k32.S_none.k_21.d_na
sars-cov-2_pangenome_k32	0.01	sbwt	none	21	0	72364	1000000	2198344	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_0
sars-cov-2_pangenome_k32	0.01	sbwt	none	21	1	72364	1000000	1649672	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_1
sars-cov-2_pangenome_k32	0.01	bwa	prophasm	21	na	72364	1000000	4642404	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_21.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	global	23	na	80289	1000000	337203	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	local	23	1	80289	1000000	581211	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.01	fmsi	local	23	2	80289	1000000	574227	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.01	fmsi	local	23	3	80289	1000000	565515	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.01	fmsi	local	23	4	80289	1000000	555235	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.01	fmsi	local	23	5	80289	1000000	543059	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.01	cbl	none	23	na	80289	1000000	814646	cbl.sars-cov-2_pangenome_k32.S_none.k_23.d_na
sars-cov-2_pangenome_k32	0.01	sbwt	none	23	0	80289	1000000	2492920	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0
sars-cov-2_pangenome_k32	0.01	sbwt	none	23	1	80289	1000000	1801624	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1
sars-cov-2_pangenome_k32	0.01	bwa	prophasm	23	na	80289	1000000	5442075	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	global	31	na	112839	1000000	606283	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.01	fmsi	local	31	1	112839	1000000	1014155	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.01	fmsi	local	31	2	112839	1000000	1004307	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.01	fmsi	local	31	3	112839	1000000	991907	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.01	fmsi	local	31	4	112839	1000000	976659	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.01	fmsi	local	31	5	112839	1000000	959787	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.01	cbl	none	31	na	112839	1000000	1222065	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na
sars-cov-2_pangenome_k32	0.01	sbwt	none	31	0	112839	1000000	3972544	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0
sars-cov-2_pangenome_k32	0.01	sbwt	none	31	1	112839	1000000	2570352	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1
sars-cov-2_pangenome_k32	0.01	bwa	prophasm	31	na	112839	1000000	9263830	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	15	na	481645	1000000	825595	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	15	1	481645	1000000	2264515	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	15	2	481645	1000000	1995891	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	15	3	481645	1000000	1731163	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	15	4	481645	1000000	1460667	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	15	5	481645	1000000	1218099	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	15	na	481645	1000000	3753042	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	15	0	481645	1000000	4148088	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	15	1	481645	1000000	2765272	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	15	na	481645	1000000	23878472	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	17	na	565904	1000000	1130419	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	17	1	565904	1000000	2906243	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	17	2	565904	1000000	2606811	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	17	3	565904	1000000	2344459	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	17	4	565904	1000000	2113595	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	17	5	565904	1000000	1907459	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	17	na	565904	1000000	4076367	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	17	0	565904	1000000	5721008	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	17	1	565904	1000000	3609384	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	17	na	565904	1000000	30030825	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	19	na	644915	1000000	1422939	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	19	1	644915	1000000	3588539	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	19	2	644915	1000000	3233963	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	19	3	644915	1000000	2923723	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	19	4	644915	1000000	2662123	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	19	5	644915	1000000	2448347	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	19	na	644915	1000000	4946191	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	19	0	644915	1000000	7487968	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	19	1	644915	1000000	4557424	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	19	na	644915	1000000	36378550	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	21	na	723649	1000000	1706387	fmsi.sars-cov-2_pangenome_k32.S_global.k_21.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	21	1	723649	1000000	4308403	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	21	2	723649	1000000	3890131	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	21	3	723649	1000000	3527315	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	21	4	723649	1000000	3218659	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	21	5	723649	1000000	2966939	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	21	na	723649	1000000	5203674	cbl.sars-cov-2_pangenome_k32.S_none.k_21.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	21	0	723649	1000000	9472792	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	21	1	723649	1000000	5619584	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	21	na	723649	1000000	43272041	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_21.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	23	na	802898	1000000	1970867	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	23	1	802898	1000000	5054483	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	23	2	802898	1000000	4571467	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	23	3	802898	1000000	4147739	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	23	4	802898	1000000	3789515	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	23	5	802898	1000000	3491523	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	23	na	802898	1000000	6275583	cbl.sars-cov-2_pangenome_k32.S_none.k_23.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	23	0	802898	1000000	11673904	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	23	1	802898	1000000	6795224	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	23	na	802898	1000000	50670166	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	global	31	na	1128390	1000000	2932083	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.1	fmsi	local	31	1	1128390	1000000	8365027	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.1	fmsi	local	31	2	1128390	1000000	7581707	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.1	fmsi	local	31	3	1128390	1000000	6891211	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.1	fmsi	local	31	4	1128390	1000000	6289539	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.1	fmsi	local	31	5	1128390	1000000	5779995	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.1	cbl	none	31	na	1128390	1000000	9878364	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na
sars-cov-2_pangenome_k32	0.1	sbwt	none	31	0	1128390	1000000	22729848	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0
sars-cov-2_pangenome_k32	0.1	sbwt	none	31	1	1128390	1000000	12675968	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1
sars-cov-2_pangenome_k32	0.1	bwa	prophasm	31	na	1128390	1000000	85858073	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	15	na	963291	1000000	1350779	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	15	1	963291	1000000	4145003	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	15	2	963291	1000000	3316915	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	15	3	963291	1000000	2686995	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	15	4	963291	1000000	2211803	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	15	5	963291	1000000	1886195	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	15	na	963291	1000000	6531235	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	15	0	963291	1000000	6208056	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	15	1	963291	1000000	4010696	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	15	na	963291	1000000	42454182	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	17	na	1131808	1000000	1783595	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	17	1	1131808	1000000	5258795	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	17	2	1131808	1000000	4306851	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	17	3	1131808	1000000	3622899	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	17	4	1131808	1000000	3131043	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	17	5	1131808	1000000	2772979	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	17	na	1131808	1000000	7027819	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	17	0	1131808	1000000	8906968	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	17	1	1131808	1000000	5516920	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	17	na	1131808	1000000	53732015	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	19	na	1289831	1000000	2158123	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	19	1	1289831	1000000	6462035	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	19	2	1289831	1000000	5303323	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	19	3	1289831	1000000	4472507	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	19	4	1289831	1000000	3879571	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	19	5	1289831	1000000	3461683	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	19	na	1289831	1000000	8686404	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	19	0	1289831	1000000	11934920	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	19	1	1289831	1000000	7210920	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	19	na	1289831	1000000	65129871	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	21	na	1447299	1000000	2494595	fmsi.sars-cov-2_pangenome_k32.S_global.k_21.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	21	1	1447299	1000000	7727483	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	21	2	1447299	1000000	6357571	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	21	3	1447299	1000000	5345723	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	21	4	1447299	1000000	4620187	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	21	5	1447299	1000000	4102603	fmsi.sars-cov-2_pangenome_k32.S_local.k_21.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	21	na	1447299	1000000	9160371	cbl.sars-cov-2_pangenome_k32.S_none.k_21.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	21	0	1447299	1000000	15338008	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	21	1	1447299	1000000	9105640	sbwt.sars-cov-2_pangenome_k32.S_none.k_21.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	21	na	1447299	1000000	77491005	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_21.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	23	na	1605796	1000000	2798139	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	23	1	1605796	1000000	9046515	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	23	2	1605796	1000000	7440035	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	23	3	1605796	1000000	6251859	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	23	4	1605796	1000000	5375355	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	23	5	1605796	1000000	4749603	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	23	na	1605796	1000000	11271793	cbl.sars-cov-2_pangenome_k32.S_none.k_23.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	23	0	1605796	1000000	19113304	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	23	1	1605796	1000000	11206072	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	23	na	1605796	1000000	90749032	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_23.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	global	31	na	2256781	1000000	3886507	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na
sars-cov-2_pangenome_k32	0.2	fmsi	local	31	1	2256781	1000000	14903979	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1
sars-cov-2_pangenome_k32	0.2	fmsi	local	31	2	2256781	1000000	12231659	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2
sars-cov-2_pangenome_k32	0.2	fmsi	local	31	3	2256781	1000000	10223563	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3
sars-cov-2_pangenome_k32	0.2	fmsi	local	31	4	2256781	1000000	8701635	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4
sars-cov-2_pangenome_k32	0.2	fmsi	local	31	5	2256781	1000000	7573203	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5
sars-cov-2_pangenome_k32	0.2	cbl	none	31	na	2256781	1000000	18521636	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na
sars-cov-2_pangenome_k32	0.2	sbwt	none	31	0	2256781	1000000	38064688	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0
sars-cov-2_pangenome_k32	0.2	sbwt	none	31	1	2256781	1000000	21709192	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1
sars-cov-2_pangenome_k32	0.2	bwa	prophasm	31	na	2256781	1000000	153653311	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	global	15	na	1444936	1000000	1730835	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	local	15	1	1444936	1000000	5616291	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1
sars-cov-2_pangenome_k32	0.3	fmsi	local	15	2	1444936	1000000	4127667	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2
sars-cov-2_pangenome_k32	0.3	fmsi	local	15	3	1444936	1000000	3217011	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3
sars-cov-2_pangenome_k32	0.3	fmsi	local	15	4	1444936	1000000	2669731	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4
sars-cov-2_pangenome_k32	0.3	fmsi	local	15	5	1444936	1000000	2354491	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5
sars-cov-2_pangenome_k32	0.3	cbl	none	15	na	1444936	1000000	8867620	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na
sars-cov-2_pangenome_k32	0.3	sbwt	none	15	0	1444936	1000000	7732616	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0
sars-cov-2_pangenome_k32	0.3	sbwt	none	15	1	1444936	1000000	5031136	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	15	na	1444936	1000000	56084010	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	global	17	na	1697712	1000000	2203843	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	local	17	1	1697712	1000000	7089691	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1
sars-cov-2_pangenome_k32	0.3	fmsi	local	17	2	1697712	1000000	5316779	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2
sars-cov-2_pangenome_k32	0.3	fmsi	local	17	3	1697712	1000000	4239371	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3
sars-cov-2_pangenome_k32	0.3	fmsi	local	17	4	1697712	1000000	3584379	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4
sars-cov-2_pangenome_k32	0.3	fmsi	local	17	5	1697712	1000000	3192603	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5
sars-cov-2_pangenome_k32	0.3	cbl	none	17	na	1697712	1000000	9539863	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na
sars-cov-2_pangenome_k32	0.3	sbwt	none	17	0	1697712	1000000	11245752	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0
sars-cov-2_pangenome_k32	0.3	sbwt	none	17	1	1697712	1000000	7089840	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	17	na	1697712	1000000	71181144	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	global	19	na	1934747	1000000	2593163	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	local	19	1	1934747	1000000	8666779	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1
sars-cov-2_pangenome_k32	0.3	fmsi	local	19	2	1934747	1000000	6511843	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2
sars-cov-2_pangenome_k32	0.3	fmsi	local	19	3	1934747	1000000	5163771	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3
sars-cov-2_pangenome_k32	0.3	fmsi	local	19	4	1934747	1000000	4334339	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4
sars-cov-2_pangenome_k32	0.3	fmsi	local	19	5	1934747	1000000	3830763	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5
sars-cov-2_pangenome_k32	0.3	cbl	none	19	na	1934747	1000000	12010584	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na
sars-cov-2_pangenome_k32	0.3	sbwt	none	19	0	1934747	1000000	15177592	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_0
sars-cov-2_pangenome_k32	0.3	sbwt	none	19	1	1934747	1000000	9404912	sbwt.sars-cov-2_pangenome_k32.S_none.k_19.d_1
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	19	na	1934747	1000000	86333659	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na
sars-cov-2_pangenome_k32	0.3	fmsi	global	21	na	2170949	1000000	2937267	fmsi.sars-cov-2_pangenome_k32.S_global.k_21.d_na
