genome	rate	I_alg	S_alg	k	d	kmer_count	num_queries	index_bytes	pref	Q_time_s	Q_mem_kb	qType	SI_time_s	SI_mem_kb
sars-cov-2_pangenome_k32	0.3	fmsi	global	23	na	2408694	1000000	3258595	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na	31.200000000000003	6768	0	17.900000000000002	175440
sars-cov-2_pangenome_k32	0.3	fmsi	global	23	na	2408694	1000000	3258595	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na	19.16	6768	Neg	17.900000000000002	175440
sars-cov-2_pangenome_k32	0.3	fmsi	global	23	na	2408694	1000000	3258595	fmsi.sars-cov-2_pangenome_k32.S_global.k_23.d_na	31.709999999999997	6768	Pos	17.900000000000002	175440
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	1	2408694	1000000	12098779	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1	33.809999999999995	14956	0	35.93	713912
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	1	2408694	1000000	12098779	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1	21.86	14956	Neg	35.93	713912
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	1	2408694	1000000	12098779	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_1	35.54	14956	Pos	35.93	713912
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	2	2408694	1000000	9032563	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2	33.01	12232	0	29.589999999999996	541764
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	2	2408694	1000000	9032563	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2	21.43	12232	Neg	29.589999999999996	541764
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	2	2408694	1000000	9032563	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_2	34.55	12232	Pos	29.589999999999996	541764
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	3	2408694	1000000	7088667	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3	33.199999999999996	10388	0	31.33	416088
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	3	2408694	1000000	7088667	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3	21.55	10388	Neg	31.33	416088
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	3	2408694	1000000	7088667	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_3	34.63	10388	Pos	31.33	416088
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	4	2408694	1000000	5850115	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4	32.550000000000004	9136	0	56.01	337044
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	4	2408694	1000000	5850115	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4	21.150000000000002	9136	Neg	56.01	337044
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	4	2408694	1000000	5850115	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_4	33.81	9136	Pos	56.01	337044
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	5	2408694	1000000	5058371	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5	32.1	8540	0	122.78999999999999	283428
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	5	2408694	1000000	5058371	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5	20.470000000000002	8540	Neg	122.78999999999999	283428
sars-cov-2_pangenome_k32	0.3	fmsi	local	23	5	2408694	1000000	5058371	fmsi.sars-cov-2_pangenome_k32.S_local.k_23.d_5	33.190000000000005	8540	Pos	122.78999999999999	283428
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	0	2408694	1000000	24480200	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0	1.3	53152	0	111.72	1689036
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	0	2408694	1000000	24480200	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0	0.77	53152	Neg	111.72	1689036
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	0	2408694	1000000	24480200	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_0	2.04	53152	Pos	111.72	1689036
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	1	2408694	1000000	14851744	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1	2.4299999999999997	43724	0	58.46	901376
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	1	2408694	1000000	14851744	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1	1.08	43724	Neg	58.46	901376
sars-cov-2_pangenome_k32	0.3	sbwt	none	23	1	2408694	1000000	14851744	sbwt.sars-cov-2_pangenome_k32.S_none.k_23.d_1	2.2699999999999996	43724	Pos	58.46	901376
sars-cov-2_pangenome_k32	0.3	na	prophasm	23	na	na	na	na	na	1.21	224252	0	37.71	190128
sars-cov-2_pangenome_k32	0.3	na	prophasm	23	na	na	na	na	na	0.84	224252	Neg	37.71	190128
sars-cov-2_pangenome_k32	0.3	na	prophasm	23	na	na	na	na	na	1.49	224252	Pos	37.71	190128
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	31	na	3385172	1000000	202736137	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na	11.65	348520	0	65.65	278128
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	31	na	3385172	1000000	202736137	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na	12.799999999999999	348520	Neg	65.65	278128
sars-cov-2_pangenome_k32	0.3	bwa	prophasm	31	na	3385172	1000000	202736137	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_31.d_na	10.6	348520	Pos	65.65	278128
sars-cov-2_pangenome_k32	0.3	cbl	none	31	na	3385172	1000000	26878613	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na	1.1400000000000001	70820	0	3.71	79876
sars-cov-2_pangenome_k32	0.3	cbl	none	31	na	3385172	1000000	26878613	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na	0.9	70820	Neg	3.71	79876
sars-cov-2_pangenome_k32	0.3	cbl	none	31	na	3385172	1000000	26878613	cbl.sars-cov-2_pangenome_k32.S_none.k_31.d_na	1.11	70820	Pos	3.71	79876
sars-cov-2_pangenome_k32	0.3	fmsi	global	31	na	3385172	1000000	4423003	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na	38.589999999999996	7544	0	25.490000000000002	260132
sars-cov-2_pangenome_k32	0.3	fmsi	global	31	na	3385172	1000000	4423003	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na	18.86	7552	Neg	25.490000000000002	260132
sars-cov-2_pangenome_k32	0.3	fmsi	global	31	na	3385172	1000000	4423003	fmsi.sars-cov-2_pangenome_k32.S_global.k_31.d_na	39.26	7552	Pos	25.490000000000002	260132
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	1	3385172	1000000	19837563	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1	45.33	21984	0	68.24000000000001	1346320
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	1	3385172	1000000	19837563	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1	21.7	21984	Neg	68.24000000000001	1346320
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	1	3385172	1000000	19837563	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_1	48.42	21984	Pos	68.24000000000001	1346320
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	2	3385172	1000000	14712707	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2	42.49	17364	0	51.4	967624
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	2	3385172	1000000	14712707	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2	21.64	17364	Neg	51.4	967624
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	2	3385172	1000000	14712707	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_2	44.37	17364	Pos	51.4	967624
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	3	3385172	1000000	11357483	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3	41.86	14264	0	44.83	727184
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	3	3385172	1000000	11357483	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3	21.900000000000002	14264	Neg	44.83	727184
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	3	3385172	1000000	11357483	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_3	43.5	14264	Pos	44.83	727184
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	4	3385172	1000000	9135155	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4	46.57	12228	0	53.72	592132
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	4	3385172	1000000	9135155	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4	20.790000000000003	12228	Neg	53.72	592132
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	4	3385172	1000000	9135155	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_4	42.349999999999994	12228	Pos	53.72	592132
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	5	3385172	1000000	7683307	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5	41.230000000000004	10908	0	101.53999999999999	490048
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	5	3385172	1000000	7683307	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5	21.169999999999998	10908	Neg	101.53999999999999	490048
sars-cov-2_pangenome_k32	0.3	fmsi	local	31	5	3385172	1000000	7683307	fmsi.sars-cov-2_pangenome_k32.S_local.k_31.d_5	42.480000000000004	10908	Pos	101.53999999999999	490048
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	0	3385172	1000000	49010968	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0	3.03	76956	0	193.07	2594400
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	0	3385172	1000000	49010968	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0	0.8400000000000001	76956	Neg	193.07	2594400
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	0	3385172	1000000	49010968	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_0	2.82	76956	Pos	193.07	2594400
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	1	3385172	1000000	29167088	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1	3.61	57700	0	127.6	1721672
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	1	3385172	1000000	29167088	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1	1.33	57700	Neg	127.6	1721672
sars-cov-2_pangenome_k32	0.3	sbwt	none	31	1	3385172	1000000	29167088	sbwt.sars-cov-2_pangenome_k32.S_none.k_31.d_1	4.659999999999999	57820	Pos	127.6	1721672
sars-cov-2_pangenome_k32	0.3	na	prophasm	31	na	na	na	na	na	2.2	331388	0	59.650000000000006	278032
sars-cov-2_pangenome_k32	0.3	na	prophasm	31	na	na	na	na	na	1.27	331388	Neg	59.650000000000006	278032
sars-cov-2_pangenome_k32	0.3	na	prophasm	31	na	na	na	na	na	2.3	331388	Pos	59.650000000000006	278032
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	15	na	1926582	1000000	64971292	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na	6.11	141936	0	16.02	183392
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	15	na	1926582	1000000	64971292	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na	3.38	141912	Neg	16.02	183392
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	15	na	1926582	1000000	64971292	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_15.d_na	6.32	141936	Pos	16.02	183392
sars-cov-2_pangenome_k32	0.4	cbl	none	15	na	1926582	1000000	10953537	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na	0.68	57920	0	1.54	60136
sars-cov-2_pangenome_k32	0.4	cbl	none	15	na	1926582	1000000	10953537	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na	0.59	57920	Neg	1.54	60136
sars-cov-2_pangenome_k32	0.4	cbl	none	15	na	1926582	1000000	10953537	cbl.sars-cov-2_pangenome_k32.S_none.k_15.d_na	0.7000000000000001	57920	Pos	1.54	60136
sars-cov-2_pangenome_k32	0.4	fmsi	global	15	na	1926582	1000000	2004195	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na	23.669999999999998	5716	0	8.129999999999999	95228
sars-cov-2_pangenome_k32	0.4	fmsi	global	15	na	1926582	1000000	2004195	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na	19.560000000000002	5716	Neg	8.129999999999999	95228
sars-cov-2_pangenome_k32	0.4	fmsi	global	15	na	1926582	1000000	2004195	fmsi.sars-cov-2_pangenome_k32.S_global.k_15.d_na	24.02	5716	Pos	8.129999999999999	95228
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	1	1926582	1000000	6682659	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1	24.65	9596	0	14.61	342040
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	1	1926582	1000000	6682659	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1	21.89	9596	Neg	14.61	342040
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	1	1926582	1000000	6682659	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_1	25.43	9596	Pos	14.61	342040
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	2	1926582	1000000	4548523	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2	24.419999999999998	7748	0	10.89	227504
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	2	1926582	1000000	4548523	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2	21.61	7748	Neg	10.89	227504
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	2	1926582	1000000	4548523	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_2	24.99	7748	Pos	10.89	227504
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	3	1926582	1000000	3480603	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3	23.919999999999998	7032	0	12.75	170052
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	3	1926582	1000000	3480603	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3	20.57	7032	Neg	12.75	170052
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	3	1926582	1000000	3480603	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_3	24.5	7032	Pos	12.75	170052
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	4	1926582	1000000	2948579	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4	23.939999999999998	6504	0	20.5	141280
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	4	1926582	1000000	2948579	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4	20.439999999999998	6504	Neg	20.5	141280
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	4	1926582	1000000	2948579	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_4	24.490000000000002	6504	Pos	20.5	141280
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	5	1926582	1000000	2683819	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5	23.610000000000003	6240	0	38.29	128104
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	5	1926582	1000000	2683819	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5	20.02	6240	Neg	38.29	128104
sars-cov-2_pangenome_k32	0.4	fmsi	local	15	5	1926582	1000000	2683819	fmsi.sars-cov-2_pangenome_k32.S_local.k_15.d_5	24.33	6240	Pos	38.29	128104
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	0	1926582	1000000	8840552	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0	0.6	37720	0	43.66	612332
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	0	1926582	1000000	8840552	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0	0.46	37720	Neg	43.66	612332
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	0	1926582	1000000	8840552	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_0	0.62	37720	Pos	43.66	612332
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	1	1926582	1000000	5882008	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1	1.04	34816	0	22.89	522640
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	1	1926582	1000000	5882008	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1	0.87	34816	Neg	22.89	522640
sars-cov-2_pangenome_k32	0.4	sbwt	none	15	1	1926582	1000000	5882008	sbwt.sars-cov-2_pangenome_k32.S_none.k_15.d_1	1.09	34816	Pos	22.89	522640
sars-cov-2_pangenome_k32	0.4	na	prophasm	15	na	na	na	na	na	0.8899999999999999	146504	0	14.600000000000001	124812
sars-cov-2_pangenome_k32	0.4	na	prophasm	15	na	na	na	na	na	0.6399999999999999	141160	Neg	14.600000000000001	124812
sars-cov-2_pangenome_k32	0.4	na	prophasm	15	na	na	na	na	na	1.1300000000000001	141712	Pos	14.600000000000001	124812
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	17	na	2263616	1000000	82393297	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na	6.92	172440	0	22.51	244932
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	17	na	2263616	1000000	82393297	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na	4.5	172440	Neg	22.51	244932
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	17	na	2263616	1000000	82393297	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_17.d_na	7.2700000000000005	172440	Pos	22.51	244932
sars-cov-2_pangenome_k32	0.4	cbl	none	17	na	2263616	1000000	11823300	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na	0.71	57080	0	1.73	58024
sars-cov-2_pangenome_k32	0.4	cbl	none	17	na	2263616	1000000	11823300	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na	0.61	57080	Neg	1.73	58024
sars-cov-2_pangenome_k32	0.4	cbl	none	17	na	2263616	1000000	11823300	cbl.sars-cov-2_pangenome_k32.S_none.k_17.d_na	0.73	57080	Pos	1.73	58024
sars-cov-2_pangenome_k32	0.4	fmsi	global	17	na	2263616	1000000	2479291	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na	25.6	5968	0	11.97	120596
sars-cov-2_pangenome_k32	0.4	fmsi	global	17	na	2263616	1000000	2479291	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na	19.56	5968	Neg	11.97	120596
sars-cov-2_pangenome_k32	0.4	fmsi	global	17	na	2263616	1000000	2479291	fmsi.sars-cov-2_pangenome_k32.S_global.k_17.d_na	26.16	5968	Pos	11.97	120596
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	1	2263616	1000000	8380827	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1	27.63	11436	0	21.22	454300
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	1	2263616	1000000	8380827	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1	22.48	11436	Neg	21.22	454300
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	1	2263616	1000000	8380827	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_1	28.61	11460	Pos	21.22	454300
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	2	2263616	1000000	5783371	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2	26.580000000000002	9060	0	16.21	303864
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	2	2263616	1000000	5783371	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2	21.43	9060	Neg	16.21	303864
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	2	2263616	1000000	5783371	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_2	27.380000000000003	9060	Pos	16.21	303864
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	3	2263616	1000000	4434243	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3	26.57	7740	0	19.43	227176
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	3	2263616	1000000	4434243	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3	21.23	7740	Neg	19.43	227176
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	3	2263616	1000000	4434243	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_3	27.14	7740	Pos	19.43	227176
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	4	2263616	1000000	3736395	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4	25.939999999999998	7288	0	30.32	188168
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	4	2263616	1000000	3736395	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4	20.360000000000003	7288	Neg	30.32	188168
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	4	2263616	1000000	3736395	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_4	26.66	7288	Pos	30.32	188168
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	5	2263616	1000000	3395875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5	26.17	6760	0	63.5	168276
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	5	2263616	1000000	3395875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5	20.470000000000002	6760	Neg	63.5	168276
sars-cov-2_pangenome_k32	0.4	fmsi	local	17	5	2263616	1000000	3395875	fmsi.sars-cov-2_pangenome_k32.S_local.k_17.d_5	26.49	6760	Pos	63.5	168276
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	0	2263616	1000000	12879112	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0	0.71	41612	0	48.97	900784
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	0	2263616	1000000	12879112	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0	0.51	41612	Neg	48.97	900784
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	0	2263616	1000000	12879112	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_0	0.75	41612	Pos	48.97	900784
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	1	2263616	1000000	8392560	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1	1.22	37456	0	34.440000000000005	537884
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	1	2263616	1000000	8392560	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1	0.9	37456	Neg	34.440000000000005	537884
sars-cov-2_pangenome_k32	0.4	sbwt	none	17	1	2263616	1000000	8392560	sbwt.sars-cov-2_pangenome_k32.S_none.k_17.d_1	1.28	37456	Pos	34.440000000000005	537884
sars-cov-2_pangenome_k32	0.4	na	prophasm	17	na	na	na	na	na	1.4300000000000002	168576	0	21.77	149292
sars-cov-2_pangenome_k32	0.4	na	prophasm	17	na	na	na	na	na	0.77	168576	Neg	21.77	149292
sars-cov-2_pangenome_k32	0.4	na	prophasm	17	na	na	na	na	na	1.58	173384	Pos	21.77	149292
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	19	na	2579663	1000000	99833921	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na	6.5600000000000005	201296	0	27.19	171836
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	19	na	2579663	1000000	99833921	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na	5.49	201296	Neg	27.19	171836
sars-cov-2_pangenome_k32	0.4	bwa	prophasm	19	na	2579663	1000000	99833921	bwa.sars-cov-2_pangenome_k32.S_prophasm.k_19.d_na	7.64	201296	Pos	27.19	171836
sars-cov-2_pangenome_k32	0.4	cbl	none	19	na	2579663	1000000	15119799	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na	0.75	56884	0	1.94	59156
sars-cov-2_pangenome_k32	0.4	cbl	none	19	na	2579663	1000000	15119799	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na	0.66	56884	Neg	1.94	59156
sars-cov-2_pangenome_k32	0.4	cbl	none	19	na	2579663	1000000	15119799	cbl.sars-cov-2_pangenome_k32.S_none.k_19.d_na	0.78	56884	Pos	1.94	59156
sars-cov-2_pangenome_k32	0.4	fmsi	global	19	na	2579663	1000000	2867507	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na	27.55	6232	0	13.059999999999999	141240
sars-cov-2_pangenome_k32	0.4	fmsi	global	19	na	2579663	1000000	2867507	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na	19.29	6232	Neg	13.059999999999999	141240
sars-cov-2_pangenome_k32	0.4	fmsi	global	19	na	2579663	1000000	2867507	fmsi.sars-cov-2_pangenome_k32.S_global.k_19.d_na	27.939999999999998	6232	Pos	13.059999999999999	141240
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	1	2579663	1000000	10211195	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1	30.150000000000002	13180	0	27.94	574288
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	1	2579663	1000000	10211195	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1	22.080000000000002	13180	Neg	27.94	574288
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	1	2579663	1000000	10211195	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_1	30.729999999999997	13180	Pos	27.94	574288
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	2	2579663	1000000	7026747	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2	29.13	10124	0	21.77	384440
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	2	2579663	1000000	7026747	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2	21.55	10124	Neg	21.77	384440
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	2	2579663	1000000	7026747	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_2	29.78	10124	Pos	21.77	384440
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	3	2579663	1000000	5313787	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3	28.62	8796	0	24.04	280152
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	3	2579663	1000000	5313787	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3	21.259999999999998	8796	Neg	24.04	280152
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	3	2579663	1000000	5313787	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_3	29.51	8796	Pos	24.04	280152
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	4	2579663	1000000	4401619	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4	28.560000000000002	7740	0	38.64	228192
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	4	2579663	1000000	4401619	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4	20.61	7740	Neg	38.64	228192
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	4	2579663	1000000	4401619	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_4	29.130000000000003	7740	Pos	38.64	228192
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	5	2579663	1000000	3924827	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5	28.44	7288	0	92.05	200364
sars-cov-2_pangenome_k32	0.4	fmsi	local	19	5	2579663	1000000	3924827	fmsi.sars-cov-2_pangenome_k32.S_local.k_19.d_5	20.64	7288	Neg	92.05	200364
